ID,suburb,state,postcode
2466,Driffield,VIC,3840
2467,Hazelwood,VIC,3840
2468,Jeeralang,VIC,3840
2469,Maryvale,VIC,3840
2470,Morwell,VIC,3840
2471,Gippsland Mc,VIC,3841
2472,Churchill,VIC,3842
2473,Blackwarry,VIC,3844
2474,Callignee,VIC,3844
2475,Callignee North,VIC,3844
2476,Callignee South,VIC,3844
2477,Carrajung,VIC,3844
2478,Flynn,VIC,3844
2479,Flynns Creek,VIC,3844
2480,Koornalla,VIC,3844
2481,Loy Yang,VIC,3844
2482,Mount Tassie,VIC,3844
2483,Traralgon,VIC,3844
2484,Traralgon East,VIC,3844
2485,Tyers,VIC,3844
2486,Hiamdale,VIC,3847
2487,Nambrok,VIC,3847
2488,Rosedale,VIC,3847
2489,Willung,VIC,3847
2490,Willung South,VIC,3847
2491,Sale,VIC,3850
2492,Wurruk,VIC,3850
2493,Airly,VIC,3851
2494,Bundalaguah,VIC,3851
2495,Clydebank,VIC,3851
2496,Cobains,VIC,3851
2497,Darriman,VIC,3851
2498,Dutson,VIC,3851
2499,Dutson Downs,VIC,3851
2500,Flamingo Beach,VIC,3851
2501,Fulham,VIC,3851
2502,Giffard,VIC,3851
2503,Giffard West,VIC,3851
2504,Glomar Beach,VIC,3851
2505,Kilmany,VIC,3851
2506,Lake Wellington,VIC,3851
2507,Loch Sport,VIC,3851
2508,Longford,VIC,3851
2509,Montgomery,VIC,3851
2510,Myrtlebank,VIC,3851
2511,Paradise Beach,VIC,3851
2512,Pearsondale,VIC,3851
2513,Seacombe,VIC,3851
2514,Seaspray,VIC,3851
2515,The Heart,VIC,3851
2516,The Honeysuckles,VIC,3851
2517,East Sale,VIC,3852
2518,Sale East Raaf,VIC,3852
2519,Sale,VIC,3853
2520,Glengarry,VIC,3854
2521,Glengarry North,VIC,3854
2522,Glengarry West,VIC,3854
2523,Toongabbie,VIC,3856
2524,Cowwarr,VIC,3857
2525,Arbuckle,VIC,3858
2526,Billabong,VIC,3858
2527,Buragwonduc,VIC,3858
2528,Crookayan,VIC,3858
2529,Dawson,VIC,3858
2530,Denison,VIC,3858
2531,Gillum,VIC,3858
2532,Glenfalloch,VIC,3858
2533,Glenmaggie,VIC,3858
2534,Heyfield,VIC,3858
2535,Howitt Plains,VIC,3858
2536,Licola,VIC,3858
2537,Licola North,VIC,3858
2538,Reynard,VIC,3858
2539,Sargood,VIC,3858
2540,Seaton,VIC,3858
2541,Tamboritha,VIC,3858
2542,Winnindoo,VIC,3858
2543,Worrowing,VIC,3858
2544,Yangoura,VIC,3858
2545,Newry,VIC,3859
2546,Tinamba,VIC,3859
2547,Tinamba West,VIC,3859
2548,Boisdale,VIC,3860
2549,Briagolong,VIC,3860
2550,Bushy Park,VIC,3860
2551,Coongulla,VIC,3860
2552,Koorool,VIC,3860
2553,Maffra,VIC,3860
2554,Monomak,VIC,3860
2555,Moroka,VIC,3860
2556,Nap Nap Marra,VIC,3860
2557,Riverslea,VIC,3860
2558,Toolome,VIC,3860
2559,Valencia Creek,VIC,3860
2560,Woolenook,VIC,3860
2561,Wrathung,VIC,3860
2562,Wrixon,VIC,3860
2563,Budgee Budgee,VIC,3862
2564,Cobbannah,VIC,3862
2565,Cowa,VIC,3862
2566,Crooked River,VIC,3862
2567,Dargo,VIC,3862
2568,Hawkhurst,VIC,3862
2569,Hollands Landing,VIC,3862
2570,Llowalong,VIC,3862
2571,Meerlieu,VIC,3862
2572,Miowera,VIC,3862
2573,Moornapa,VIC,3862
2574,Munro,VIC,3862
2575,Perry Bridge,VIC,3862
2576,Stockdale,VIC,3862
2577,Stratford,VIC,3862
2578,Wongungarra,VIC,3862
2579,Fernbank,VIC,3864
2580,Glenaladale,VIC,3864
2581,Lindenow,VIC,3865
2582,Jumbuk,VIC,3869
2583,Yinnar,VIC,3869
2584,Yinnar South,VIC,3869
2585,Boolarra,VIC,3870
2586,Boolarra South,VIC,3870
2587,Budgeree,VIC,3870
2588,Grand Ridge,VIC,3870
2589,Allambee Reserve,VIC,3871
2590,Allambee South,VIC,3871
2591,Baromi,VIC,3871
2592,Darlimurla,VIC,3871
2593,Delburn,VIC,3871
2594,Dollar,VIC,3871
2595,Mirboo,VIC,3871
2596,Mirboo North,VIC,3871
2597,Gormandale,VIC,3873
2598,Woodside,VIC,3874
2599,Woodside Beach,VIC,3874
2600,Woodside North,VIC,3874
2601,Bairnsdale,VIC,3875
2602,Bengworden,VIC,3875
2603,Broadlands,VIC,3875
2604,Bullumwaal,VIC,3875
2605,Calulu,VIC,3875
2606,Clifton Creek,VIC,3875
2607,Deptford,VIC,3875
2608,East Bairnsdale,VIC,3875
2609,Eastwood,VIC,3875
2610,Ellaswood,VIC,3875
2611,Fairy Dell,VIC,3875
2612,Flaggy Creek,VIC,3875
2613,Forge Creek,VIC,3875
2614,Goon Nure,VIC,3875
2615,Granite Rock,VIC,3875
2616,Hillside,VIC,3875
2617,Iguana Creek,VIC,3875
2618,Lindenow South,VIC,3875
2619,Lucknow,VIC,3875
2620,Marthavale,VIC,3875
2621,Merrijig,VIC,3875
2622,Mount Taylor,VIC,3875
2623,Newlands Arm,VIC,3875
2624,Ryans,VIC,3875
2625,Sarsfield,VIC,3875
2626,Tabberabbera,VIC,3875
2627,Walpa,VIC,3875
2628,Waterholes,VIC,3875
2629,Wentworth,VIC,3875
2630,Woodglen,VIC,3875
2631,Wuk Wuk,VIC,3875
2632,Wy Yung,VIC,3875
2633,Eagle Point,VIC,3878
2634,Boole Poole,VIC,3880
2635,Ocean Grange,VIC,3880
2636,Paynesville,VIC,3880
2637,Raymond Island,VIC,3880
2638,Nicholson,VIC,3882
2639,Brumby,VIC,3885
2640,Bruthen,VIC,3885
2641,Buchan,VIC,3885
2642,Buchan South,VIC,3885
2643,Butchers Ridge,VIC,3885
2644,Gelantipy,VIC,3885
2645,Mossiface,VIC,3885
2646,Murrindal,VIC,3885
2647,Tambo Upper,VIC,3885
2648,Timbarra,VIC,3885
2649,Wiseleigh,VIC,3885
2650,W Tree,VIC,3885
2651,Wulgulmerang,VIC,3885
2652,Yalmy,VIC,3885
2653,Newmerella,VIC,3886
2654,Lake Tyers,VIC,3887
2655,Nowa Nowa,VIC,3887
2656,Wairewa,VIC,3887
2657,Bendoc,VIC,3888
2658,Bete Bolong,VIC,3888
2659,Bonang,VIC,3888
2660,Brodribb River,VIC,3888
2661,Cape Conran,VIC,3888
2662,Corringle,VIC,3888
2663,Deddick Valley,VIC,3888
2664,Delegate River,VIC,3888
2665,Goongerah,VIC,3888
2666,Jarrahmond,VIC,3888
2667,Marlo,VIC,3888
2668,Nurran,VIC,3888
2669,Orbost,VIC,3888
2670,Simpsons Creek,VIC,3888
2671,Tostaree,VIC,3888
2672,Tubbut,VIC,3888
2673,Waygara,VIC,3888
2674,Wombat Creek,VIC,3888
2675,Bellbird Creek,VIC,3889
2676,Bemm River,VIC,3889
2677,Cabbage Tree Creek,VIC,3889
2678,Club Terrace,VIC,3889
2679,Combienbar,VIC,3889
2680,Errinundra,VIC,3889
2681,Manorina,VIC,3889
2682,Buldah,VIC,3890
2683,Cann River,VIC,3890
2684,Chandlers Creek,VIC,3890
2685,Noorinbee,VIC,3890
2686,Noorinbee North,VIC,3890
2687,Tamboon,VIC,3890
2688,Tonghi Creek,VIC,3890
2689,Genoa,VIC,3891
2690,Gipsy Point,VIC,3891
2691,Maramingo Creek,VIC,3891
2692,Wallagaraugh,VIC,3891
2693,Wangarabell,VIC,3891
2694,Wingan River,VIC,3891
2695,Wroxham,VIC,3891
2696,Mallacoota,VIC,3892
2697,Stirling,VIC,3893
2698,Tambo Crossing,VIC,3893
2699,Doctors Flat,VIC,3895
2700,Ensay,VIC,3895
2701,Ensay North,VIC,3895
2702,Bindi,VIC,3896
2703,Brookville,VIC,3896
2704,Nunniong,VIC,3896
2705,Swifts Creek,VIC,3896
2706,Tongio,VIC,3896
2707,Anglers Rest,VIC,3898
2708,Bingo Munjie,VIC,3898
2709,Bundara,VIC,3898
2710,Cassilis,VIC,3898
2711,Cobungra,VIC,3898
2712,Dinner Plain,VIC,3898
2713,Glen Valley,VIC,3898
2714,Glen Wills,VIC,3898
2715,Hinnomunjie,VIC,3898
2716,Omeo,VIC,3898
2717,Omeo Valley,VIC,3898
2718,Shannonvale,VIC,3898
2719,Benambra,VIC,3900
2720,Cobberas,VIC,3900
2721,Bumberrah,VIC,3902
2722,Johnsonville,VIC,3902
2723,Swan Reach,VIC,3903
2724,Metung,VIC,3904
2725,Kalimna,VIC,3909
2726,Kalimna West,VIC,3909
2727,Lake Bunga,VIC,3909
2728,Lakes Entrance,VIC,3909
2729,Lake Tyers Beach,VIC,3909
2730,Nungurner,VIC,3909
2731,Nyerimilang,VIC,3909
2732,Toorloo Arm,VIC,3909
2733,Langwarrin,VIC,3910
2734,Baxter,VIC,3911
2735,Pearcedale,VIC,3912
2736,Somerville,VIC,3912
2737,Tyabb,VIC,3913
2738,Hastings,VIC,3915
2739,Tuerong,VIC,3915
2740,Merricks,VIC,3916
2741,Point Leo,VIC,3916
2742,Shoreham,VIC,3916
2743,Bittern,VIC,3918
2744,Crib Point,VIC,3919
2745,Hmas Cerberus,VIC,3920
2746,Elizabeth Island,VIC,3921
2747,Cowes,VIC,3922
2748,Silverleaves,VIC,3922
2749,Smiths Beach,VIC,3922
2750,Summerlands,VIC,3922
2751,Sunderland Bay,VIC,3922
2752,Sunset Strip,VIC,3922
2753,Surf Beach,VIC,3922
2754,Ventnor,VIC,3922
2755,Rhyll,VIC,3923
2756,Cape Woolamai,VIC,3925
2757,Churchill Island,VIC,3925
2758,Newhaven,VIC,3925
2759,San Remo,VIC,3925
2760,Balnarring,VIC,3926
2761,Merricks Beach,VIC,3926
2762,Merricks North,VIC,3926
2763,Somers,VIC,3927
2764,Main Ridge,VIC,3928
2765,Flinders,VIC,3929
2766,Kunyung,VIC,3930
2767,Mount Eliza,VIC,3930
2768,Mornington,VIC,3931
2769,Moorooduc,VIC,3933
2770,Mount Martha,VIC,3934
2771,Dromana,VIC,3936
2772,Safety Beach,VIC,3936
2773,Red Hill South,VIC,3937
2774,Mccrae,VIC,3938
2775,Boneo,VIC,3939
2776,Cape Schanck,VIC,3939
2777,Fingal,VIC,3939
2778,Rosebud,VIC,3939
2779,Capel Sound,VIC,3940
2780,Rye,VIC,3941
2781,Tootgarook,VIC,3941
2782,Blairgowrie,VIC,3942
2783,Sorrento,VIC,3943
2784,Portsea,VIC,3944
2785,Jeetho,VIC,3945
2786,Krowera,VIC,3945
2787,Loch,VIC,3945
2788,Woodleigh,VIC,3945
2789,Bena,VIC,3946
2790,Kardella South,VIC,3950
2791,Korumburra,VIC,3950
2792,Strzelecki,VIC,3950
2793,Whitelaw,VIC,3950
2794,Arawata,VIC,3951
2795,Fairbank,VIC,3951
2796,Jumbunna,VIC,3951
2797,Kardella,VIC,3951
2798,Kongwak,VIC,3951
2799,Moyarra,VIC,3951
2800,Outtrim,VIC,3951
2801,Ranceby,VIC,3951
2802,Berrys Creek,VIC,3953
2803,Boorool,VIC,3953
2804,Hallston,VIC,3953
2805,Koorooman,VIC,3953
2806,Leongatha,VIC,3953
2807,Leongatha North,VIC,3953
2808,Leongatha South,VIC,3953
2809,Mardan,VIC,3953
2810,Mount Eccles,VIC,3953
2811,Nerrena,VIC,3953
2812,Ruby,VIC,3953
2813,Trida,VIC,3953
2814,Wild Dog Valley,VIC,3953
2815,Wooreen,VIC,3953
2816,Koonwarra,VIC,3954
2817,Dumbalk,VIC,3956
2818,Dumbalk North,VIC,3956
2819,Meeniyan,VIC,3956
2820,Middle Tarwin,VIC,3956
2821,Tarwin,VIC,3956
2822,Tarwin Lower,VIC,3956
2823,Venus Bay,VIC,3956
2824,Walkerville,VIC,3956
2825,Stony Creek,VIC,3957
2826,Buffalo,VIC,3958
2827,Fish Creek,VIC,3959
2828,Sandy Point,VIC,3959
2829,Waratah Bay,VIC,3959
2830,Bennison,VIC,3960
2831,Boolarong,VIC,3960
2832,Foster,VIC,3960
2833,Foster North,VIC,3960
2834,Gunyah,VIC,3960
2835,Mount Best,VIC,3960
2836,Tidal River,VIC,3960
2837,Turtons Creek,VIC,3960
2838,Wonga,VIC,3960
2839,Woorarra West,VIC,3960
2840,Yanakie,VIC,3960
2841,Agnes,VIC,3962
2842,Toora,VIC,3962
2843,Toora North,VIC,3962
2844,Wonyip,VIC,3962
2845,Woorarra East,VIC,3962
2846,Port Franklin,VIC,3964
2847,Port Welshpool,VIC,3965
2848,Binginwarri,VIC,3966
2849,Hazel Park,VIC,3966
2850,Welshpool,VIC,3966
2851,Hedley,VIC,3967
2852,Alberton,VIC,3971
2853,Alberton West,VIC,3971
2854,Balook,VIC,3971
2855,Calrossie,VIC,3971
2856,Devon North,VIC,3971
2857,Gelliondale,VIC,3971
2858,Hiawatha,VIC,3971
2859,Jack River,VIC,3971
2860,Langsborough,VIC,3971
2861,Macks Creek,VIC,3971
2862,Madalya,VIC,3971
2863,Manns Beach,VIC,3971
2864,Port Albert,VIC,3971
2865,Snake Island,VIC,3971
2866,Staceys Bridge,VIC,3971
2867,Tarra Valley,VIC,3971
2868,Tarraville,VIC,3971
2869,Won Wron,VIC,3971
2870,Yarram,VIC,3971
2871,Lynbrook,VIC,3975
2872,Hampton Park,VIC,3976
2873,Botanic Ridge,VIC,3977
2874,Cannons Creek,VIC,3977
2875,Cranbourne,VIC,3977
2876,Cranbourne East,VIC,3977
2877,Devon Meadows,VIC,3977
2878,Junction Village,VIC,3977
2879,Sandhurst,VIC,3977
2880,Skye,VIC,3977
2881,Cardinia,VIC,3978
2882,Clyde,VIC,3978
2883,Clyde North,VIC,3978
2884,Almurta,VIC,3979
2885,Glen Alvie,VIC,3979
2886,Kernot,VIC,3979
2887,Blind Bight,VIC,3980
2888,Tooradin,VIC,3980
2889,Warneet,VIC,3980
2890,Bayles,VIC,3981
2891,Catani,VIC,3981
2892,Dalmore,VIC,3981
2893,Heath Hill,VIC,3981
2894,Koo Wee Rup,VIC,3981
2895,Yannathan,VIC,3981
2896,Adams Estate,VIC,3984
2897,Caldermeade,VIC,3984
2898,Corinella,VIC,3984
2899,Coronet Bay,VIC,3984
2900,Grantville,VIC,3984
2901,Lang Lang,VIC,3984
2902,Lang Lang East,VIC,3984
2903,Monomeith,VIC,3984
2904,Queensferry,VIC,3984
2905,Tenby Point,VIC,3984
2906,The Gurdies,VIC,3984
2907,Nyora,VIC,3987
2908,Mountain View,VIC,3988
2909,Poowong,VIC,3988
2910,Poowong East,VIC,3988
2911,Poowong North,VIC,3988
2912,Glen Forbes,VIC,3990
2913,Bass,VIC,3991
2914,Dalyston,VIC,3992
2915,Ryanston,VIC,3992
2916,West Creek,VIC,3992
2917,Anderson,VIC,3995
2918,Cape Paterson,VIC,3995
2919,Harmers Haven,VIC,3995
2920,Kilcunda,VIC,3995
2921,Lance Creek,VIC,3995
2922,North Wonthaggi,VIC,3995
2923,South Dudley,VIC,3995
2924,Wattle Bank,VIC,3995
2925,Wonthaggi,VIC,3995
2926,Woolamai,VIC,3995
2927,Inverloch,VIC,3996
2928,Pound Creek,VIC,3996
